#       time                 x_1                 y_1                 z_1                 x_2                 y_2                 z_2
  64.6000000    1.5982301935e+01    1.5982301935e+01    1.9629240421e+01    1.5985452797e+01    1.5985452797e+01    1.2417366765e+01
  64.8000000    1.5982181381e+01    1.5982181381e+01    1.9629293138e+01    1.5985327423e+01    1.5985327423e+01    1.2417539914e+01
  65.0000000    1.5982062015e+01    1.5982062015e+01    1.9629338540e+01    1.5985203045e+01    1.5985203045e+01    1.2417730266e+01
  65.2000000    1.5981943541e+01    1.5981943541e+01    1.9629376682e+01    1.5985079318e+01    1.5985079318e+01    1.2417937098e+01
  65.4000000    1.5981825601e+01    1.5981825601e+01    1.9629407848e+01    1.5984955838e+01    1.5984955838e+01    1.2418159017e+01
  65.6000000    1.5981707808e+01    1.5981707808e+01    1.9629432507e+01    1.5984832157e+01    1.5984832157e+01    1.2418394033e+01
  65.8000000    1.5981589778e+01    1.5981589778e+01    1.9629451253e+01    1.5984707814e+01    1.5984707814e+01    1.2418639688e+01
  66.0000000    1.5981471156e+01    1.5981471156e+01    1.9629464741e+01    1.5984582363e+01    1.5984582363e+01    1.2418893192e+01
  66.2000000    1.5981351658e+01    1.5981351658e+01    1.9629473619e+01    1.5984455413e+01    1.5984455413e+01    1.2419151587e+01
  66.4000000    1.5981231083e+01    1.5981231083e+01    1.9629478479e+01    1.5984326657e+01    1.5984326657e+01    1.2419411907e+01
  66.6000000    1.5981109341e+01    1.5981109341e+01    1.9629479819e+01    1.5984195907e+01    1.5984195907e+01    1.2419671319e+01
  66.8000000    1.5980986457e+01    1.5980986457e+01    1.9629478028e+01    1.5984063114e+01    1.5984063114e+01    1.2419927255e+01
  67.0000000    1.5980862572e+01    1.5980862572e+01    1.9629473399e+01    1.5983928382e+01    1.5983928382e+01    1.2420177496e+01
  67.2000000    1.5980737934e+01    1.5980737934e+01    1.9629466155e+01    1.5983791973e+01    1.5983791973e+01    1.2420420237e+01
  67.4000000    1.5980612874e+01    1.5980612874e+01    1.9629456502e+01    1.5983654289e+01    1.5983654289e+01    1.2420654103e+01
  67.6000000    1.5980487789e+01    1.5980487789e+01    1.9629444687e+01    1.5983515851e+01    1.5983515851e+01    1.2420878139e+01
  67.8000000    1.5980363103e+01    1.5980363103e+01    1.9629431050e+01    1.5983377262e+01    1.5983377262e+01    1.2421091775e+01
  68.0000000    1.5980239238e+01    1.5980239238e+01    1.9629416082e+01    1.5983239163e+01    1.5983239163e+01    1.2421294766e+01
  68.2000000    1.5980116581e+01    1.5980116581e+01    1.9629400451e+01    1.5983102185e+01    1.5983102185e+01    1.2421487136e+01
  68.4000000    1.5979995451e+01    1.5979995451e+01    1.9629385020e+01    1.5982966898e+01    1.5982966898e+01    1.2421669112e+01
  68.6000000    1.5979876077e+01    1.5979876077e+01    1.9629370824e+01    1.5982833771e+01    1.5982833771e+01    1.2421841070e+01
  68.8000000    1.5979758579e+01    1.5979758579e+01    1.9629359035e+01    1.5982703127e+01    1.5982703127e+01    1.2422003492e+01
  69.0000000    1.5979642961e+01    1.5979642961e+01    1.9629350896e+01    1.5982575126e+01    1.5982575126e+01    1.2422156950e+01
  69.2000000    1.5979529108e+01    1.5979529108e+01    1.9629347641e+01    1.5982449750e+01    1.5982449750e+01    1.2422302090e+01
  69.4000000    1.5979416803e+01    1.5979416803e+01    1.9629350414e+01    1.5982326810e+01    1.5982326810e+01    1.2422439639e+01
  69.6000000    1.5979305742e+01    1.5979305742e+01    1.9629360177e+01    1.5982205960e+01    1.5982205960e+01    1.2422570424e+01
  69.8000000    1.5979195564e+01    1.5979195564e+01    1.9629377644e+01    1.5982086740e+01    1.5982086740e+01    1.2422695389e+01
  70.0000000    1.5979085883e+01    1.5979085883e+01    1.9629403226e+01    1.5981968609e+01    1.5981968609e+01    1.2422815609e+01
  70.2000000    1.5978976328e+01    1.5978976328e+01    1.9629437000e+01    1.5981851005e+01    1.5981851005e+01    1.2422932300e+01
  70.4000000    1.5978866576e+01    1.5978866576e+01    1.9629478718e+01    1.5981733394e+01    1.5981733394e+01    1.2423046820e+01
  70.6000000    1.5978756390e+01    1.5978756390e+01    1.9629527827e+01    1.5981615323e+01    1.5981615323e+01    1.2423160647e+01
  70.8000000    1.5978645647e+01    1.5978645647e+01    1.9629583530e+01    1.5981496468e+01    1.5981496468e+01    1.2423275346e+01
  71.0000000    1.5978534362e+01    1.5978534362e+01    1.9629644852e+01    1.5981376669e+01    1.5981376669e+01    1.2423392527e+01
  71.2000000    1.5978422691e+01    1.5978422691e+01    1.9629710729e+01    1.5981255952e+01    1.5981255952e+01    1.2423513788e+01
  71.4000000    1.5978310939e+01    1.5978310939e+01    1.9629780085e+01    1.5981134541e+01    1.5981134541e+01    1.2423640643e+01
  71.6000000    1.5978199542e+01    1.5978199542e+01    1.9629851913e+01    1.5981012850e+01    1.5981012850e+01    1.2423774465e+01
  71.8000000    1.5978089042e+01    1.5978089042e+01    1.9629925337e+01    1.5980891460e+01    1.5980891460e+01    1.2423916412e+01
  72.0000000    1.5977980048e+01    1.5977980048e+01    1.9629999650e+01    1.5980771084e+01    1.5980771084e+01    1.2424067376e+01
  72.2000000    1.5977873195e+01    1.5977873195e+01    1.9630074332e+01    1.5980652521e+01    1.5980652521e+01    1.2424227927e+01
  72.4000000    1.5977769090e+01    1.5977769090e+01    1.9630149041e+01    1.5980536601e+01    1.5980536601e+01    1.2424398283e+01
  72.6000000    1.5977668257e+01    1.5977668257e+01    1.9630223589e+01    1.5980424127e+01    1.5980424127e+01    1.2424578283e+01
  72.8000000    1.5977571088e+01    1.5977571088e+01    1.9630297888e+01    1.5980315816e+01    1.5980315816e+01    1.2424767383e+01
  73.0000000    1.5977477791e+01    1.5977477791e+01    1.9630371898e+01    1.5980212241e+01    1.5980212241e+01    1.2424964659e+01
  73.2000000    1.5977388355e+01    1.5977388355e+01    1.9630445561e+01    1.5980113789e+01    1.5980113789e+01    1.2425168829e+01
  73.4000000    1.5977302519e+01    1.5977302519e+01    1.9630518751e+01    1.5980020615e+01    1.5980020615e+01    1.2425378286e+01
  73.6000000    1.5977219768e+01    1.5977219768e+01    1.9630591225e+01    1.5979932620e+01    1.5979932620e+01    1.2425591139e+01
  73.8000000    1.5977139326e+01    1.5977139326e+01    1.9630662594e+01    1.5979849440e+01    1.5979849440e+01    1.2425805265e+01
  74.0000000    1.5977060188e+01    1.5977060188e+01    1.9630732316e+01    1.5979770441e+01    1.5979770441e+01    1.2426018371e+01
  74.2000000    1.5976981149e+01    1.5976981149e+01    1.9630799712e+01    1.5979694742e+01    1.5979694742e+01    1.2426228064e+01
  74.4000000    1.5976900858e+01    1.5976900858e+01    1.9630863997e+01    1.5979621237e+01    1.5979621237e+01    1.2426431924e+01
  74.6000000    1.5976817883e+01    1.5976817883e+01    1.9630924333e+01    1.5979548640e+01    1.5979548640e+01    1.2426627583e+01
  74.8000000    1.5976730780e+01    1.5976730780e+01    1.9630979900e+01    1.5979475533e+01    1.5979475533e+01    1.2426812809e+01
  75.0000000    1.5976638173e+01    1.5976638173e+01    1.9631029964e+01    1.5979400419e+01    1.5979400419e+01    1.2426985594e+01
  75.2000000    1.5976538827e+01    1.5976538827e+01    1.9631073956e+01    1.5979321788e+01    1.5979321788e+01    1.2427144233e+01
  75.4000000    1.5976431725e+01    1.5976431725e+01    1.9631111540e+01    1.5979238173e+01    1.5979238173e+01    1.2427287408e+01
  75.6000000    1.5976316131e+01    1.5976316131e+01    1.9631142677e+01    1.5979148217e+01    1.5979148217e+01    1.2427414263e+01
  75.8000000    1.5976191641e+01    1.5976191641e+01    1.9631167665e+01    1.5979050723e+01    1.5979050723e+01    1.2427524458e+01
  76.0000000    1.5976058226e+01    1.5976058226e+01    1.9631187162e+01    1.5978944707e+01    1.5978944707e+01    1.2427618222e+01
  76.2000000    1.5975916242e+01    1.5975916242e+01    1.9631202193e+01    1.5978829439e+01    1.5978829439e+01    1.2427696378e+01
  76.4000000    1.5975766442e+01    1.5975766442e+01    1.9631214123e+01    1.5978704473e+01    1.5978704473e+01    1.2427760345e+01
  76.6000000    1.5975609947e+01    1.5975609947e+01    1.9631224618e+01    1.5978569668e+01    1.5978569668e+01    1.2427812119e+01
  76.8000000    1.5975448212e+01    1.5975448212e+01    1.9631235583e+01    1.5978425193e+01    1.5978425193e+01    1.2427854228e+01
  77.0000000    1.5975282970e+01    1.5975282970e+01    1.9631249074e+01    1.5978271525e+01    1.5978271525e+01    1.2427889656e+01
  77.2000000    1.5975116160e+01    1.5975116160e+01    1.9631267212e+01    1.5978109433e+01    1.5978109433e+01    1.2427921745e+01
  77.4000000    1.5974949841e+01    1.5974949841e+01    1.9631292080e+01    1.5977939943e+01    1.5977939943e+01    1.2427954080e+01
  77.6000000    1.5974786102e+01    1.5974786102e+01    1.9631325613e+01    1.5977764309e+01    1.5977764309e+01    1.2427990346e+01
  77.8000000    1.5974626967e+01    1.5974626967e+01    1.9631369503e+01    1.5977583958e+01    1.5977583958e+01    1.2428034182e+01
  78.0000000    1.5974474303e+01    1.5974474303e+01    1.9631425099e+01    1.5977400442e+01    1.5977400442e+01    1.2428089026e+01
  78.2000000    1.5974329725e+01    1.5974329725e+01    1.9631493328e+01    1.5977215380e+01    1.5977215380e+01    1.2428157965e+01
  78.4000000    1.5974194527e+01    1.5974194527e+01    1.9631574630e+01    1.5977030397e+01    1.5977030397e+01    1.2428243589e+01
  78.6000000    1.5974069612e+01    1.5974069612e+01    1.9631668916e+01    1.5976847068e+01    1.5976847068e+01    1.2428347868e+01
  78.8000000    1.5973955456e+01    1.5973955456e+01    1.9631775547e+01    1.5976666866e+01    1.5976666866e+01    1.2428472052e+01
  79.0000000    1.5973852077e+01    1.5973852077e+01    1.9631893343e+01    1.5976491110e+01    1.5976491110e+01    1.2428616596e+01
  79.2000000    1.5973759037e+01    1.5973759037e+01    1.9632020615e+01    1.5976320928e+01    1.5976320928e+01    1.2428781129e+01
  79.4000000    1.5973675466e+01    1.5973675466e+01    1.9632155224e+01    1.5976157224e+01    1.5976157224e+01    1.2428964449e+01
  79.6000000    1.5973600102e+01    1.5973600102e+01    1.9632294668e+01    1.5976000665e+01    1.5976000665e+01    1.2429164566e+01
  79.8000000    1.5973531353e+01    1.5973531353e+01    1.9632436180e+01    1.5975851663e+01    1.5975851663e+01    1.2429378780e+01
  80.0000000    1.5973467377e+01    1.5973467377e+01    1.9632576854e+01    1.5975710386e+01    1.5975710386e+01    1.2429603790e+01
  80.2000000    1.5973406169e+01    1.5973406169e+01    1.9632713769e+01    1.5975576768e+01    1.5975576768e+01    1.2429835838e+01
  80.4000000    1.5973345659e+01    1.5973345659e+01    1.9632844133e+01    1.5975450531e+01    1.5975450531e+01    1.2430070874e+01
  80.6000000    1.5973283807e+01    1.5973283807e+01    1.9632965409e+01    1.5975331211e+01    1.5975331211e+01    1.2430304737e+01
  80.8000000    1.5973218696e+01    1.5973218696e+01    1.9633075444e+01    1.5975218194e+01    1.5975218194e+01    1.2430533343e+01
  81.0000000    1.5973148620e+01    1.5973148620e+01    1.9633172577e+01    1.5975110753e+01    1.5975110753e+01    1.2430752873e+01
  81.2000000    1.5973072151e+01    1.5973072151e+01    1.9633255728e+01    1.5975008078e+01    1.5975008078e+01    1.2430959943e+01
  81.4000000    1.5972988196e+01    1.5972988196e+01    1.9633324457e+01    1.5974909315e+01    1.5974909315e+01    1.2431151763e+01
  81.6000000    1.5972896035e+01    1.5972896035e+01    1.9633378996e+01    1.5974813592e+01    1.5974813592e+01    1.2431326255e+01
  81.8000000    1.5972795333e+01    1.5972795333e+01    1.9633420247e+01    1.5974720045e+01    1.5974720045e+01    1.2431482152e+01
  82.0000000    1.5972686142e+01    1.5972686142e+01    1.9633449739e+01    1.5974627839e+01    1.5974627839e+01    1.2431619038e+01
  82.2000000    1.5972568875e+01    1.5972568875e+01    1.9633469564e+01    1.5974536183e+01    1.5974536183e+01    1.2431737363e+01
  82.4000000    1.5972444268e+01    1.5972444268e+01    1.9633482270e+01    1.5974444336e+01    1.5974444336e+01    1.2431838403e+01
  82.6000000    1.5972313332e+01    1.5972313332e+01    1.9633490738e+01    1.5974351617e+01    1.5974351617e+01    1.2431924181e+01
  82.8000000    1.5972177284e+01    1.5972177284e+01    1.9633498034e+01    1.5974257407e+01    1.5974257407e+01    1.2431997354e+01
  83.0000000    1.5972037487e+01    1.5972037487e+01    1.9633507249e+01    1.5974161151e+01    1.5974161151e+01    1.2432061066e+01
  83.2000000    1.5971895374e+01    1.5971895374e+01    1.9633521342e+01    1.5974062361e+01    1.5974062361e+01    1.2432118775e+01
  83.4000000    1.5971752381e+01    1.5971752381e+01    1.9633542983e+01    1.5973960621e+01    1.5973960621e+01    1.2432174066e+01
  83.6000000    1.5971609885e+01    1.5971609885e+01    1.9633574413e+01    1.5973855588e+01    1.5973855588e+01    1.2432230466e+01
  83.8000000    1.5971469148e+01    1.5971469148e+01    1.9633617333e+01    1.5973747006e+01    1.5973747006e+01    1.2432291254e+01
  84.0000000    1.5971331269e+01    1.5971331269e+01    1.9633672811e+01    1.5973634709e+01    1.5973634709e+01    1.2432359295e+01
  84.2000000    1.5971197153e+01    1.5971197153e+01    1.9633741241e+01    1.5973518631e+01    1.5973518631e+01    1.2432436892e+01
  84.4000000    1.5971067485e+01    1.5971067485e+01    1.9633822329e+01    1.5973398818e+01    1.5973398818e+01    1.2432525677e+01
  84.6000000    1.5970942720e+01    1.5970942720e+01    1.9633915118e+01    1.5973275433e+01    1.5973275433e+01    1.2432626535e+01
  84.8000000    1.5970823083e+01    1.5970823083e+01    1.9634018060e+01    1.5973148755e+01    1.5973148755e+01    1.2432739571e+01
  85.0000000    1.5970708578e+01    1.5970708578e+01    1.9634129110e+01    1.5973019186e+01    1.5973019186e+01    1.2432864127e+01
  85.2000000    1.5970599006e+01    1.5970599006e+01    1.9634245852e+01    1.5972887232e+01    1.5972887232e+01    1.2432998832e+01
  85.4000000    1.5970493986e+01    1.5970493986e+01    1.9634365638e+01    1.5972753496e+01    1.5972753496e+01    1.2433141703e+01
  85.6000000    1.5970392986e+01    1.5970392986e+01    1.9634485741e+01    1.5972618654e+01    1.5972618654e+01    1.2433290268e+01
  85.8000000    1.5970295353e+01    1.5970295353e+01    1.9634603506e+01    1.5972483424e+01    1.5972483424e+01    1.2433441729e+01
  86.0000000    1.5970200348e+01    1.5970200348e+01    1.9634716484e+01    1.5972348540e+01    1.5972348540e+01    1.2433593133e+01
  86.2000000    1.5970107178e+01    1.5970107178e+01    1.9634822553e+01    1.5972214712e+01    1.5972214712e+01    1.2433741553e+01
  86.4000000    1.5970015030e+01    1.5970015030e+01    1.9634920018e+01    1.5972082592e+01    1.5972082592e+01    1.2433884273e+01
  86.6000000    1.5969923104e+01    1.5969923104e+01    1.9635007666e+01    1.5971952743e+01    1.5971952743e+01    1.2434018945e+01
  86.8000000    1.5969830645e+01    1.5969830645e+01    1.9635084809e+01    1.5971825608e+01    1.5971825608e+01    1.2434143738e+01
  87.0000000    1.5969736970e+01    1.5969736970e+01    1.9635151272e+01    1.5971701493e+01    1.5971701493e+01    1.2434257440e+01
  87.2000000    1.5969641496e+01    1.5969641496e+01    1.9635207374e+01    1.5971580556e+01    1.5971580556e+01    1.2434359534e+01
  87.4000000    1.5969543764e+01    1.5969543764e+01    1.9635253862e+01    1.5971462803e+01    1.5971462803e+01    1.2434450219e+01
  87.6000000    1.5969443454e+01    1.5969443454e+01    1.9635291841e+01    1.5971348100e+01    1.5971348100e+01    1.2434530391e+01
  87.8000000    1.5969340404e+01    1.5969340404e+01    1.9635322684e+01    1.5971236195e+01    1.5971236195e+01    1.2434601578e+01
  88.0000000    1.5969234615e+01    1.5969234615e+01    1.9635347936e+01    1.5971126740e+01    1.5971126740e+01    1.2434665835e+01
  88.2000000    1.5969126253e+01    1.5969126253e+01    1.9635369223e+01    1.5971019330e+01    1.5971019330e+01    1.2434725601e+01
  88.4000000    1.5969015641e+01    1.5969015641e+01    1.9635388169e+01    1.5970913539e+01    1.5970913539e+01    1.2434783538e+01
  88.6000000    1.5968903248e+01    1.5968903248e+01    1.9635406319e+01    1.5970808952e+01    1.5970808952e+01    1.2434842349e+01
  88.8000000    1.5968789663e+01    1.5968789663e+01    1.9635425091e+01    1.5970705202e+01    1.5970705202e+01    1.2434904594e+01
  89.0000000    1.5968675566e+01    1.5968675566e+01    1.9635445735e+01    1.5970601996e+01    1.5970601996e+01    1.2434972520e+01
  89.2000000    1.5968561692e+01    1.5968561692e+01    1.9635469313e+01    1.5970499130e+01    1.5970499130e+01    1.2435047908e+01
  89.4000000    1.5968448791e+01    1.5968448791e+01    1.9635496700e+01    1.5970396496e+01    1.5970396496e+01    1.2435131953e+01
  89.6000000    1.5968337578e+01    1.5968337578e+01    1.9635528585e+01    1.5970294086e+01    1.5970294086e+01    1.2435225187e+01
  89.8000000    1.5968228697e+01    1.5968228697e+01    1.9635565499e+01    1.5970191970e+01    1.5970191970e+01    1.2435327445e+01
  90.0000000    1.5968122676e+01    1.5968122676e+01    1.9635607824e+01    1.5970090283e+01    1.5970090283e+01    1.2435437883e+01
  90.2000000    1.5968019895e+01    1.5968019895e+01    1.9635655821e+01    1.5969989194e+01    1.5969989194e+01    1.2435555041e+01
  90.4000000    1.5967920557e+01    1.5967920557e+01    1.9635709638e+01    1.5969888878e+01    1.5969888878e+01    1.2435676957e+01
  90.6000000    1.5967824681e+01    1.5967824681e+01    1.9635769324e+01    1.5969789488e+01    1.5969789488e+01    1.2435801311e+01
  90.8000000    1.5967732096e+01    1.5967732096e+01    1.9635834818e+01    1.5969691124e+01    1.5969691124e+01    1.2435925599e+01
  91.0000000    1.5967642455e+01    1.5967642455e+01    1.9635905947e+01    1.5969593822e+01    1.5969593822e+01    1.2436047321e+01
  91.2000000    1.5967555260e+01    1.5967555260e+01    1.9635982404e+01    1.5969497532e+01    1.5969497532e+01    1.2436164172e+01
  91.4000000    1.5967469902e+01    1.5967469902e+01    1.9636063730e+01    1.5969402121e+01    1.5969402121e+01    1.2436274212e+01
  91.6000000    1.5967385703e+01    1.5967385703e+01    1.9636149297e+01    1.5969307377e+01    1.5969307377e+01    1.2436376022e+01
  91.8000000    1.5967301969e+01    1.5967301969e+01    1.9636238289e+01    1.5969213026e+01    1.5969213026e+01    1.2436468812e+01
  92.0000000    1.5967218040e+01    1.5967218040e+01    1.9636329705e+01    1.5969118749e+01    1.5969118749e+01    1.2436552485e+01
  92.2000000    1.5967133344e+01    1.5967133344e+01    1.9636422367e+01    1.5969024210e+01    1.5969024210e+01    1.2436627653e+01
  92.4000000    1.5967047436e+01    1.5967047436e+01    1.9636514950e+01    1.5968929086e+01    1.5968929086e+01    1.2436695598e+01
  92.6000000    1.5966960032e+01    1.5966960032e+01    1.9636606026e+01    1.5968833090e+01    1.5968833090e+01    1.2436758182e+01
  92.8000000    1.5966871023e+01    1.5966871023e+01    1.9636694128e+01    1.5968735996e+01    1.5968735996e+01    1.2436817713e+01
  93.0000000    1.5966780489e+01    1.5966780489e+01    1.9636777822e+01    1.5968637654e+01    1.5968637654e+01    1.2436876776e+01
  93.2000000    1.5966688677e+01    1.5966688677e+01    1.9636855796e+01    1.5968538004e+01    1.5968538004e+01    1.2436938050e+01
  93.4000000    1.5966595983e+01    1.5966595983e+01    1.9636926947e+01    1.5968437073e+01    1.5968437073e+01    1.2437004101e+01
  93.6000000    1.5966502911e+01    1.5966502911e+01    1.9636990462e+01    1.5968334970e+01    1.5968334970e+01    1.2437077202e+01
  93.8000000    1.5966410029e+01    1.5966410029e+01    1.9637045889e+01    1.5968231875e+01    1.5968231875e+01    1.2437159155e+01
  94.0000000    1.5966317915e+01    1.5966317915e+01    1.9637093193e+01    1.5968128015e+01    1.5968128015e+01    1.2437251161e+01
  94.2000000    1.5966227108e+01    1.5966227108e+01    1.9637132781e+01    1.5968023648e+01    1.5968023648e+01    1.2437353726e+01
  94.4000000    1.5966138058e+01    1.5966138058e+01    1.9637165502e+01    1.5967919034e+01    1.5967919034e+01    1.2437466620e+01
  94.6000000    1.5966051089e+01    1.5966051089e+01    1.9637192620e+01    1.5967814419e+01    1.5967814419e+01    1.2437588886e+01
  94.8000000    1.5965966366e+01    1.5965966366e+01    1.9637215749e+01    1.5967710014e+01    1.5967710014e+01    1.2437718905e+01
  95.0000000    1.5965883888e+01    1.5965883888e+01    1.9637236769e+01    1.5967605982e+01    1.5967605982e+01    1.2437854506e+01
  95.2000000    1.5965803477e+01    1.5965803477e+01    1.9637257715e+01    1.5967502434e+01    1.5967502434e+01    1.2437993111e+01
  95.4000000    1.5965724799e+01    1.5965724799e+01    1.9637280660e+01    1.5967399426e+01    1.5967399426e+01    1.2438131915e+01
  95.6000000    1.5965647387e+01    1.5965647387e+01    1.9637307585e+01    1.5967296966e+01    1.5967296966e+01    1.2438268071e+01
  95.8000000    1.5965570675e+01    1.5965570675e+01    1.9637340257e+01    1.5967195020e+01    1.5967195020e+01    1.2438398882e+01
  96.0000000    1.5965494042e+01    1.5965494042e+01    1.9637380123e+01    1.5967093526e+01    1.5967093526e+01    1.2438521975e+01
  96.2000000    1.5965416854e+01    1.5965416854e+01    1.9637428218e+01    1.5966992403e+01    1.5966992403e+01    1.2438635461e+01
  96.4000000    1.5965338510e+01    1.5965338510e+01    1.9637485110e+01    1.5966891564e+01    1.5966891564e+01    1.2438738044e+01
  96.6000000    1.5965258475e+01    1.5965258475e+01    1.9637550871e+01    1.5966790921e+01    1.5966790921e+01    1.2438829105e+01
  96.8000000    1.5965176321e+01    1.5965176321e+01    1.9637625080e+01    1.5966690389e+01    1.5966690389e+01    1.2438908732e+01
  97.0000000    1.5965091739e+01    1.5965091739e+01    1.9637706864e+01    1.5966589885e+01    1.5966589885e+01    1.2438977703e+01
  97.2000000    1.5965004561e+01    1.5965004561e+01    1.9637794963e+01    1.5966489326e+01    1.5966489326e+01    1.2439037432e+01
  97.4000000    1.5964914753e+01    1.5964914753e+01    1.9637887818e+01    1.5966388619e+01    1.5966388619e+01    1.2439089872e+01
  97.6000000    1.5964822418e+01    1.5964822418e+01    1.9637983674e+01    1.5966287654e+01    1.5966287654e+01    1.2439137392e+01
  97.8000000    1.5964727773e+01    1.5964727773e+01    1.9638080691e+01    1.5966186296e+01    1.5966186296e+01    1.2439182623e+01
  98.0000000    1.5964631132e+01    1.5964631132e+01    1.9638177055e+01    1.5966084383e+01    1.5966084383e+01    1.2439228303e+01
  98.2000000    1.5964532880e+01    1.5964532880e+01    1.9638271071e+01    1.5965981726e+01    1.5965981726e+01    1.2439277111e+01
  98.4000000    1.5964433449e+01    1.5964433449e+01    1.9638361254e+01    1.5965878112e+01    1.5965878112e+01    1.2439331513e+01
  98.6000000    1.5964333291e+01    1.5964333291e+01    1.9638446386e+01    1.5965773317e+01    1.5965773317e+01    1.2439393625e+01
  98.8000000    1.5964232851e+01    1.5964232851e+01    1.9638525561e+01    1.5965667124e+01    1.5965667124e+01    1.2439465090e+01
  99.0000000    1.5964132546e+01    1.5964132546e+01    1.9638598196e+01    1.5965559345e+01    1.5965559345e+01    1.2439547000e+01
  99.2000000    1.5964032749e+01    1.5964032749e+01    1.9638664030e+01    1.5965449842e+01    1.5965449842e+01    1.2439639834e+01
  99.4000000    1.5963933772e+01    1.5963933772e+01    1.9638723097e+01    1.5965338556e+01    1.5965338556e+01    1.2439743443e+01
  99.6000000    1.5963835852e+01    1.5963835852e+01    1.9638775693e+01    1.5965225522e+01    1.5965225522e+01    1.2439857063e+01
  99.8000000    1.5963739150e+01    1.5963739150e+01    1.9638822329e+01    1.5965110887e+01    1.5965110887e+01    1.2439979368e+01
 100.0000000    1.5963643740e+01    1.5963643740e+01    1.9638863685e+01    1.5964994919e+01    1.5964994919e+01    1.2440108549e+01
