#       time         integral Re         integral Im         integral Re         integral Im
#       r =            16.000000           16.000000           32.000000           32.000000
  84.1000000    6.0934343314e-04    5.8971974319e-19    1.8548372782e-03    1.8739298802e-20
  84.2000000    4.6694368297e-04    6.2473142645e-19    1.9134180484e-03   -3.2770741855e-20
  84.3000000    3.1112878593e-04    6.8749147108e-19    1.9570263513e-03    1.3576331663e-20
  84.4000000    1.4328196486e-04    6.3376392696e-19    1.9854464534e-03    4.5675337718e-20
  84.5000000   -3.5034729339e-05    6.4956599783e-19    1.9986744561e-03   -4.4685504197e-20
  84.6000000   -2.2209527526e-04    6.1950863042e-19    1.9969190299e-03   -2.6458218977e-20
  84.7000000   -4.1602685924e-04    5.7096302813e-19    1.9805983711e-03   -9.4252706586e-20
  84.8000000   -6.1482927338e-04    6.3227107932e-19    1.9503332365e-03   -8.9904299571e-20
  84.9000000   -8.1639625977e-04    5.5918505653e-19    1.9069361831e-03   -2.7308115161e-20
  85.0000000   -1.0185386406e-03    4.6905717001e-19    1.8513972606e-03   -2.8440748884e-21
  85.1000000   -1.2190089561e-03    4.5509671807e-19    1.7848662101e-03   -1.8382618900e-20
  85.2000000   -1.4155274851e-03    4.1707273057e-19    1.7086313831e-03   -4.7453487988e-20
  85.3000000   -1.6058092463e-03    3.2191816074e-19    1.6240958114e-03   -1.5879738019e-20
  85.4000000   -1.7875916436e-03    2.9257423632e-19    1.5327509518e-03   -1.1365442383e-19
  85.5000000   -1.9586625242e-03    2.3025209676e-19    1.4361486168e-03    2.8057630879e-20
  85.6000000   -2.1168881301e-03    1.9062637568e-19    1.3358716206e-03   -7.4515562170e-20
  85.7000000   -2.2602407190e-03    5.8277956918e-20    1.2335036552e-03    3.7628747229e-21
  85.8000000   -2.3868254230e-03    1.1638328677e-20    1.1305991232e-03    6.6812194902e-20
  85.9000000   -2.4949059508e-03    5.3173510898e-20    1.0286534789e-03   -1.1652307704e-20
  86.0000000   -2.5829287972e-03   -1.0312774196e-19    9.2907467822e-04    7.0060147224e-20
  86.1000000   -2.6495455253e-03   -1.4671943302e-19    8.3315663821e-04   -1.9128229855e-20
  86.2000000   -2.6936328283e-03   -2.0711528940e-19    7.4205528348e-04   -3.1338073941e-20
  86.3000000   -2.7143100554e-03   -2.5139322707e-19    6.5676738878e-04    1.0888511739e-19
  86.4000000   -2.7109538945e-03   -3.1223079434e-19    5.7811278875e-04   -1.8540869764e-20
  86.5000000   -2.6832099085e-03   -3.5212532785e-19    5.0672048660e-04    4.0708906998e-21
  86.6000000   -2.6310007910e-03   -4.2633483727e-19    4.4301893052e-04   -4.5796312652e-21
  86.7000000   -2.5545311268e-03   -4.7837878408e-19    3.8723066428e-04    4.6181086234e-20
  86.8000000   -2.4542885457e-03   -5.5273185241e-19    3.3937150480e-04   -7.2138726493e-21
  86.9000000   -2.3310412533e-03   -4.9344761616e-19    2.9925410731e-04    4.7853486085e-20
  87.0000000   -2.1858318070e-03   -5.4563387404e-19    2.6649583268e-04    6.5706326963e-20
  87.1000000   -2.0199672785e-03   -5.2256806302e-19    2.4053078960e-04    7.8539533487e-20
  87.2000000   -1.8350058515e-03   -5.4692352240e-19    2.2062566623e-04    1.4879871459e-19
  87.3000000   -1.6327400462e-03   -5.2596262720e-19    2.0589911831e-04    1.4892249210e-19
  87.4000000   -1.4151767282e-03   -4.9774635329e-19    1.9534402909e-04    4.4869415941e-20
  87.5000000   -1.1845141742e-03   -5.5408544971e-19    1.8785223728e-04    9.3754681586e-20
  87.6000000   -9.4311647908e-04   -4.7695726898e-19    1.8224115528e-04    8.9167022705e-20
  87.7000000   -6.9348565478e-04   -4.5838595065e-19    1.7728157464e-04    3.2239644020e-20
  87.8000000   -4.3823169574e-04   -4.0745017130e-19    1.7172627300e-04    1.0333471519e-19
  87.9000000   -1.8004105434e-04   -3.7671884719e-19    1.6433849040e-04    9.4234261426e-20
  88.0000000    7.8356026595e-05   -3.6280712940e-19    1.5391987281e-04    6.1178338621e-20
  88.1000000    3.3421895442e-04   -2.8066582412e-19    1.3933736004e-04    4.3300775260e-20
  88.2000000    5.8483052039e-04   -2.9134535671e-19    1.1954821191e-04    2.3653929694e-19
  88.3000000    8.2753044586e-04   -2.1975013165e-19    9.3622806309e-05    9.7266872881e-20
  88.4000000    1.0597483414e-03   -1.1137746024e-19    6.0764875141e-05    6.6568967063e-20
  88.5000000    1.2790357513e-03   -9.8883107482e-20    2.0328617786e-05    1.3491884889e-19
  88.6000000    1.4830966573e-03   -3.7596252640e-20   -2.8167646945e-05    1.1706195175e-19
  88.7000000    1.6698161014e-03   -8.0502540649e-21   -8.5031011394e-05    1.3593670061e-19
  88.8000000    1.8372865121e-03    7.3390089274e-20   -1.5038711743e-04   -3.5287920928e-20
  88.9000000    1.9838314588e-03    8.2281152290e-20   -2.2417713275e-04   -1.0606954136e-21
  89.0000000    2.1080264665e-03    1.4388371153e-19   -3.0615846137e-04    6.6948755535e-20
  89.1000000    2.2087165366e-03    1.9282331183e-19   -3.9590882031e-04    7.1158818817e-20
  89.2000000    2.2850302173e-03    2.3827076161e-19   -4.9283382070e-04    6.5157422339e-20
  89.3000000    2.3363899645e-03    2.7961075217e-19   -5.9617674753e-04    8.9781415582e-20
  89.4000000    2.3625186805e-03    2.8383977062e-19   -7.0503117536e-04   -1.1704140651e-19
  89.5000000    2.3634423570e-03    3.8424490920e-19   -8.1835617698e-04    1.0285459393e-20
  89.6000000    2.3394886891e-03    3.4170632251e-19   -9.3499406737e-04    3.1616671697e-21
  89.7000000    2.2912817141e-03    3.8128589473e-19   -1.0536886405e-03    8.6624967491e-20
  89.8000000    2.2197325607e-03    3.5609802596e-19   -1.1731042538e-03    9.1537716018e-20
  89.9000000    2.1260264063e-03    3.6781000937e-19   -1.2918460520e-03    1.2591899956e-19
  90.0000000    2.0116058169e-03    3.7287609917e-19   -1.4084802961e-03   -5.5702745789e-20
  90.1000000    1.8781506814e-03    3.6543147522e-19   -1.5215538476e-03    8.4166491447e-20
  90.2000000    1.7275550139e-03    3.7205431041e-19   -1.6296139626e-03   -1.8402813744e-19
  90.3000000    1.5619009564e-03    3.7660590936e-19   -1.7312271704e-03    1.0997779131e-19
  90.4000000    1.3834303322e-03    3.5016487600e-19   -1.8249972431e-03   -3.4810453080e-20
  90.5000000    1.1945141123e-03    2.7899773929e-19   -1.9095819407e-03   -1.4629553304e-19
  90.6000000    9.9762029841e-04    2.3484832346e-19   -1.9837087198e-03   -8.5883273234e-20
  90.7000000    7.9528060367e-04    2.7870369916e-19   -2.0461891809e-03   -1.5222098762e-19
  90.8000000    5.9005640345e-04    2.2377945599e-19   -2.0959323344e-03   -2.3037747412e-19
  90.9000000    3.8450443277e-04    1.8503067766e-19   -2.1319566728e-03   -1.8177870998e-19
  91.0000000    1.8114276690e-04    1.4737070199e-19   -2.1534011148e-03   -5.0035005668e-20
  91.1000000   -1.7582455605e-05    1.6090166654e-19   -2.1595348307e-03   -1.4081161009e-20
  91.2000000   -2.0932909330e-04    1.1426726677e-19   -2.1497659788e-03   -3.2715674496e-20
  91.3000000   -3.9188938743e-04    9.5429407640e-20   -2.1236495395e-03   -1.8734384947e-19
  91.4000000   -5.6321823771e-04    3.8979373844e-20   -2.0808942475e-03   -9.5119904360e-20
  91.5000000   -7.2145897140e-04   -2.2646058609e-20   -2.0213683805e-03   -6.6535255289e-20
  91.6000000   -8.6496627328e-04   -4.7075048613e-20   -1.9451044482e-03   -1.0731945182e-19
  91.7000000   -9.9232585674e-04   -4.3080142193e-20   -1.8523025403e-03   -2.2893705060e-19
  91.8000000   -1.1023706943e-03   -7.2173832657e-20   -1.7433327347e-03   -8.3944366104e-20
  91.9000000   -1.1941935620e-03   -1.4498681244e-19   -1.6187356008e-03   -5.4913397994e-20
  92.0000000   -1.2671556747e-03   -1.2414106030e-19   -1.4792224279e-03   -1.2151835027e-19
  92.1000000   -1.3208913967e-03   -2.2618839258e-19   -1.3256737445e-03   -3.1564608429e-20
  92.2000000   -1.3553088840e-03   -1.3713670165e-19   -1.1591356626e-03    1.7760982606e-20
  92.3000000   -1.3705867825e-03   -1.9849114673e-19   -9.8081449385e-04    3.6475926748e-20
  92.4000000   -1.3671670159e-03   -2.2822714787e-19   -7.9206945097e-04   -6.1662630469e-20
  92.5000000   -1.3457437307e-03   -2.4460120983e-19   -5.9440367085e-04   -3.3445208938e-20
  92.6000000   -1.3072486655e-03   -2.3448196297e-19   -3.8945325072e-04   -6.9331838942e-20
  92.7000000   -1.2528331299e-03   -2.1004515547e-19   -1.7897369743e-04    1.6583663264e-19
  92.8000000   -1.1838469519e-03   -2.2999088421e-19    3.5175499682e-05   -2.5295111133e-20
  92.9000000   -1.1018147714e-03   -2.4631040013e-19    2.5104825163e-04    2.4189309683e-20
  93.0000000   -1.0084099281e-03   -2.1505166832e-19    4.6663105803e-04    7.2530739351e-20
  93.1000000   -9.0542640073e-04   -2.2972699077e-19    6.7986401843e-04    1.8360338195e-20
  93.2000000   -7.9474930163e-04   -1.6061733586e-19    8.8866316791e-04    9.4172311003e-20
  93.3000000   -6.7832436535e-04   -1.5808399226e-19    1.0909440526e-03    1.4628350435e-19
  93.4000000   -5.5812686935e-04   -1.7226862698e-19    1.2846464815e-03    1.6656532404e-19
  93.5000000   -4.3613056694e-04   -6.7544267467e-20    1.4677599007e-03    3.9455747652e-20
  93.6000000   -3.1427705461e-04   -1.0848483514e-19    1.6383489016e-03   -5.6836463594e-20
  93.7000000   -1.9444607908e-04   -9.0981393775e-20    1.7945787007e-03    4.6335673633e-20
  93.8000000   -7.8427286119e-05   -6.8190929608e-20    1.9347401955e-03    1.4596635530e-19
  93.9000000    3.2106181705e-05   -8.0164742503e-20    2.0572741332e-03    5.7911538889e-20
  94.0000000    1.3562179483e-04   -7.5621677935e-22    2.1607939243e-03    1.5556451013e-19
  94.1000000    2.3074909192e-04    5.2060699532e-20    2.2441067525e-03    9.9629501637e-20
  94.2000000    3.1629812317e-04    5.4152764558e-20    2.3062325948e-03    1.6036428766e-19
  94.3000000    3.9127461437e-04    5.3876395876e-20    2.3464207256e-03    7.7412112798e-20
  94.4000000    4.5489163038e-04    6.3389067432e-20    2.3641634278e-03    8.9712356623e-20
  94.5000000    5.0657759114e-04    1.0052098333e-19    2.3592066337e-03    3.9210082395e-21
  94.6000000    5.4598048232e-04    1.3875773410e-19    2.3315567132e-03    3.3331589138e-20
  94.7000000    5.7296833415e-04    1.0909080912e-19    2.2814841848e-03    1.3604902695e-19
  94.8000000    5.8762597358e-04    1.3330270104e-19    2.2095237005e-03    6.6358680261e-20
  94.9000000    5.9024806738e-04    1.9934419898e-19    2.1164700899e-03    4.1229747108e-20
  95.0000000    5.8132876260e-04    2.3238262676e-19    2.0033707747e-03   -2.8880717859e-20
  95.1000000    5.6154806347e-04    1.9291626156e-19    1.8715141225e-03   -4.8157042843e-20
  95.2000000    5.3175528328e-04    1.3203134659e-19    1.7224142353e-03   -6.3252700669e-20
  95.3000000    4.9294988865e-04    2.1186659158e-19    1.5577925133e-03    3.2496334463e-20
  95.4000000    4.4626009882e-04    2.1047403771e-19    1.3795560692e-03   -8.7747860306e-20
  95.5000000    3.9291973325e-04    1.3985867354e-19    1.1897735740e-03   -6.8614013770e-20
  95.6000000    3.3424368969e-04    1.2971064233e-19    9.9064872454e-04    4.8999947402e-20
  95.7000000    2.7160247686e-04    1.3957898352e-19    7.8449163731e-04   -1.2388769446e-19
  95.8000000    2.0639630315e-04    1.2738916818e-19    5.7368895311e-04   -1.0206897476e-19
  95.9000000    1.4002921741e-04    8.7821195995e-20    3.6067277413e-04   -8.6247173715e-20
  96.0000000    7.3883728171e-05    1.3717112329e-19    1.4788896004e-04   -1.6956328518e-20
  96.1000000    9.2963300006e-06    4.8277602782e-20   -6.2234431409e-05   -1.7843643292e-19
  96.2000000   -5.2465654314e-05    3.4304068656e-20   -2.6731840077e-04   -2.5093612379e-19
  96.3000000   -1.1022544337e-04    2.0907803899e-20   -4.6506339661e-04   -7.3422483957e-20
  96.4000000   -1.6291607997e-04    1.6955832945e-20   -6.5327845525e-04   -1.2364862789e-19
  96.5000000   -2.0959735246e-04   -9.6528046029e-21   -8.2990884662e-04   -1.9989352868e-20
  96.6000000   -2.4947008935e-04    1.7829892479e-20   -9.9306160383e-04    2.3722192557e-20
  96.7000000   -2.8188753957e-04   -3.8838067170e-20   -1.1410288750e-03   -1.7347780675e-19
  96.8000000   -3.0636373749e-04   -4.8068063780e-20   -1.2723088499e-03    4.2552527437e-20
  96.9000000   -3.2257878921e-04   -8.9255600399e-20   -1.3856236649e-03   -9.4541786076e-20
  97.0000000   -3.3038098277e-04   -9.0930615313e-20   -1.4799346632e-03   -1.1615765233e-19
  97.1000000   -3.2978577361e-04   -1.1117638026e-19   -1.5544543009e-03   -8.3610750109e-21
  97.2000000   -3.2097171496e-04   -1.5178145588e-19   -1.6086550660e-03   -4.0154446398e-20
  97.3000000   -3.0427345360e-04   -1.4845768101e-19   -1.6422750132e-03   -3.2976323865e-20
  97.4000000   -2.8017197559e-04   -1.9503146626e-19   -1.6553197942e-03   -1.0139993768e-19
  97.5000000   -2.4928235213e-04   -1.9005586324e-19   -1.6480614733e-03    2.7402076216e-21
  97.6000000   -2.1233927351e-04   -2.0012467127e-19   -1.6210338359e-03    7.8761472166e-21
  97.7000000   -1.7018062369e-04   -1.6715788506e-19   -1.5750244217e-03   -2.2250511315e-20
  97.8000000   -1.2372946368e-04   -1.3947906064e-19   -1.5110633698e-03   -4.1730160986e-20
  97.9000000   -7.3974791298e-05   -1.6687335293e-19   -1.4304092244e-03   -6.0258230017e-20
  98.0000000   -2.1951480436e-05   -1.7545255110e-19   -1.3345317713e-03    6.4746909423e-20
  98.1000000    3.1280209809e-05   -1.5778773596e-19   -1.2250922500e-03   -1.4428989998e-20
  98.2000000    8.4655198646e-05   -1.4637481249e-19   -1.1039209839e-03    1.0987323894e-19
  98.3000000    1.3712387074e-04   -1.5780580909e-19   -9.7299283113e-04    7.1642258309e-20
  98.4000000    1.8767164612e-04   -1.3730434147e-19   -8.3440077057e-04    1.1331638116e-19
  98.5000000    2.3533749585e-04   -8.4345369907e-20   -6.9032786482e-04    1.0479240917e-19
  98.6000000    2.7923111518e-04   -5.9800905035e-20   -5.4301797955e-04    9.3137587201e-20
  98.7000000    3.1854841826e-04   -8.6089802759e-20   -3.9474563760e-04    4.3937020045e-20
  98.8000000    3.5258513475e-04   -2.8406419846e-21   -2.4778559600e-04    3.3698834666e-20
  98.9000000    3.8074829627e-04   -9.5111170662e-21   -1.0438219295e-04    1.2281552309e-19
  99.0000000    4.0256540931e-04   -6.8881456690e-21    3.3281078324e-05    3.3204411329e-20
  99.1000000    4.1769119936e-04    5.8759192176e-20    1.6311055375e-04    4.4186971343e-20
  99.2000000    4.2591182211e-04    2.7122929971e-20    2.8313091027e-04   -4.3099182160e-21
  99.3000000    4.2714654992e-04    8.6871492432e-20    3.9151191458e-04    7.3523637098e-20
  99.4000000    4.2144697421e-04    7.4487011887e-20    4.8659316399e-04   -2.5155257567e-20
  99.5000000    4.0899371794e-04    8.5617676348e-20    5.6690653433e-04    2.2138799552e-22
  99.6000000    3.9009079612e-04    1.0190236240e-19    6.3119612560e-04   -1.4633630236e-20
  99.7000000    3.6515777824e-04    1.2598911840e-19    6.7843523769e-04    1.0639895377e-19
  99.8000000    3.3471994917e-04    1.2018317524e-19    7.0784034101e-04   -3.6017908136e-20
  99.9000000    2.9939670713e-04    1.8647539972e-19    7.1888151053e-04   -6.0047290297e-20
 100.0000000    2.5988838924e-04    2.2650025114e-19    7.1128944882e-04   -6.5710478967e-21
